"Time Frame" ,"Location Id" ,"Location"                 ,"Lodged Bonds" ,"Active Bonds" ,"Closed Bonds" ,"Median Rent" ,"Geometric Mean Rent" ,"Upper Quartile Rent" ,"Lower Quartile Rent" ,"Log Std Dev Weekly Rent"
"2000-11-01" ,"16"          ,"Tasman Region"            ,"51"           ,"903"          ,"48"           ,"183"         ,"181"                 ,"220"                 ,"158"                 ,"0.24"
"2000-11-01" ,"17"          ,"Nelson Region"            ,"186"          ,"2505"         ,"186"          ,"180"         ,"176"                 ,"209"                 ,"150"                 ,"0.25"
"2000-11-01" ,"18"          ,"Marlborough Region"       ,"111"          ,"1533"         ,"111"          ,"150"         ,"143"                 ,"175"                 ,"129"                 ,"0.38"
"2000-12-01" ,"-99"         ,"ALL"                      ,"11,958"       ,"190824"       ,"13,317"       ,"195"         ,"193"                 ,"250"                 ,"150"                 ,"0.42"
"2000-12-01" ,"-1"          ,"NA"                       ,"456"          ,"8634"         ,"498"          ,"168"         ,"166"                 ,"220"                 ,"125"                 ,"0.46"
"2000-12-01" ,"1"           ,"Northland Region"         ,"336"          ,"4575"         ,"309"          ,"150"         ,"151"                 ,"180"                 ,"130"                 ,"0.26"
"2000-12-01" ,"2"           ,"Auckland Region"          ,"4,065"        ,"66609"        ,"4,071"        ,"250"         ,"252"                 ,"300"                 ,"200"                 ,"0.34"
"2000-12-01" ,"3"           ,"Waikato Region"           ,"1,125"        ,"16506"        ,"1,308"        ,"170"         ,"166"                 ,"200"                 ,"135"                 ,"0.32"
"2000-12-01" ,"4"           ,"Bay of Plenty Region"     ,"744"          ,"11874"        ,"804"          ,"176"         ,"173"                 ,"200"                 ,"150"                 ,"0.28"
"2000-12-01" ,"5"           ,"Gisborne Region"          ,"93"           ,"1626"         ,"84"           ,"150"         ,"143"                 ,"165"                 ,"125"                 ,"0.23"
"2000-12-01" ,"6"           ,"Hawke's Bay Region"       ,"366"          ,"5841"         ,"357"          ,"170"         ,"164"                 ,"200"                 ,"140"                 ,"0.27"
"2000-12-01" ,"7"           ,"Taranaki Region"          ,"264"          ,"3804"         ,"297"          ,"140"         ,"135"                 ,"170"                 ,"110"                 ,"0.36"
"2000-12-01" ,"8"           ,"Manawatu-Wanganui Region" ,"627"          ,"9408"         ,"780"          ,"145"         ,"143"                 ,"185"                 ,"112"                 ,"0.39"
"2000-12-01" ,"9"           ,"Wellington Region"        ,"1,401"        ,"23628"        ,"1,554"        ,"220"         ,"220"                 ,"290"                 ,"170"                 ,"0.40"
"2000-12-01" ,"12"          ,"West Coast Region"        ,"42"           ,"720"          ,"39"           ,"120"         ,"115"                 ,"135"                 ,"100"                 ,"0.23"
"2000-12-01" ,"13"          ,"Canterbury Region"        ,"1,428"        ,"22260"        ,"1,419"        ,"175"         ,"168"                 ,"210"                 ,"135"                 ,"0.37"
"2000-12-01" ,"14"          ,"Otago Region"             ,"510"          ,"7854"         ,"1,296"        ,"150"         ,"152"                 ,"185"                 ,"120"                 ,"0.38"
"2000-12-01" ,"15"          ,"Southland Region"         ,"159"          ,"2526"         ,"177"          ,"110"         ,"108"                 ,"130"                 ,"90"                  ,"0.29"
"2000-12-01" ,"16"          ,"Tasman Region"            ,"57"           ,"900"          ,"57"           ,"170"         ,"167"                 ,"200"                 ,"152"                 ,"0.31"
"2000-12-01" ,"17"          ,"Nelson Region"            ,"165"          ,"2505"         ,"165"          ,"180"         ,"176"                 ,"210"                 ,"150"                 ,"0.27"
"2000-12-01" ,"18"          ,"Marlborough Region"       ,"123"          ,"1548"         ,"108"          ,"160"         ,"149"                 ,"175"                 ,"130"                 ,"0.26"
"2001-01-01" ,"-99"         ,"ALL"                      ,"15,873"       ,"193821"       ,"12,873"       ,"200"         ,"195"                 ,"260"                 ,"150"                 ,"0.46"
"2001-01-01" ,"-1"          ,"NA"                       ,"573"          ,"8694"         ,"513"          ,"180"         ,"173"                 ,"230"                 ,"134"                 ,"0.48"
"2001-01-01" ,"1"           ,"Northland Region"         ,"366"          ,"4635"         ,"306"          ,"160"         ,"154"                 ,"180"                 ,"130"                 ,"0.32"
"2001-01-01" ,"2"           ,"Auckland Region"          ,"4,662"        ,"67335"        ,"3,936"        ,"250"         ,"256"                 ,"300"                 ,"205"                 ,"0.34"
"2001-01-01" ,"3"           ,"Waikato Region"           ,"1,518"        ,"16767"        ,"1,257"        ,"170"         ,"166"                 ,"210"                 ,"135"                 ,"0.35"
"2001-01-01" ,"4"           ,"Bay of Plenty Region"     ,"888"          ,"12000"        ,"762"          ,"175"         ,"171"                 ,"200"                 ,"150"                 ,"0.29"
"2001-01-01" ,"5"           ,"Gisborne Region"          ,"129"          ,"1650"         ,"105"          ,"145"         ,"128"                 ,"160"                 ,"118"                 ,"0.51"
"2001-01-01" ,"6"           ,"Hawke's Bay Region"       ,"414"          ,"5916"         ,"336"          ,"160"         ,"158"                 ,"190"                 ,"135"                 ,"0.27"
"2001-01-01" ,"7"           ,"Taranaki Region"          ,"297"          ,"3864"         ,"240"          ,"135"         ,"134"                 ,"165"                 ,"100"                 ,"0.38"
"2001-01-01" ,"8"           ,"Manawatu-Wanganui Region" ,"798"          ,"9480"         ,"726"          ,"150"         ,"145"                 ,"185"                 ,"120"                 ,"0.38"
"2001-01-01" ,"9"           ,"Wellington Region"        ,"1,830"        ,"23835"        ,"1,623"        ,"225"         ,"226"                 ,"300"                 ,"170"                 ,"0.41"
"2001-01-01" ,"12"          ,"West Coast Region"        ,"51"           ,"723"          ,"45"           ,"120"         ,"110"                 ,"148"                 ,"95"                  ,"0.42"
"2001-01-01" ,"13"          ,"Canterbury Region"        ,"1,977"        ,"22578"        ,"1,659"        ,"180"         ,"176"                 ,"220"                 ,"140"                 ,"0.39"
"2001-01-01" ,"14"          ,"Otago Region"             ,"1,857"        ,"8790"         ,"924"          ,"190"         ,"184"                 ,"300"                 ,"120"                 ,"0.61"
"2001-01-01" ,"15"          ,"Southland Region"         ,"207"          ,"2589"         ,"147"          ,"110"         ,"107"                 ,"130"                 ,"90"                  ,"0.32"
"2001-01-01" ,"16"          ,"Tasman Region"            ,"57"           ,"900"          ,"57"           ,"175"         ,"168"                 ,"200"                 ,"150"                 ,"0.24"
"2001-01-01" ,"17"          ,"Nelson Region"            ,"159"          ,"2514"         ,"150"          ,"180"         ,"180"                 ,"200"                 ,"155"                 ,"0.24"
"2001-01-01" ,"18"          ,"Marlborough Region"       ,"90"           ,"1551"         ,"87"           ,"155"         ,"149"                 ,"175"                 ,"131"                 ,"0.23"
"2001-02-01" ,"-99"         ,"ALL"                      ,"16,500"       ,"196710"       ,"13,611"       ,"195"         ,"192"                 ,"255"                 ,"145"                 ,"0.45"
"2001-02-01" ,"-1"          ,"NA"                       ,"726"          ,"8904"         ,"513"          ,"180"         ,"177"                 ,"240"                 ,"139"                 ,"0.48"
"2001-02-01" ,"1"           ,"Northland Region"         ,"360"          ,"4674"         ,"321"          ,"160"         ,"153"                 ,"180"                 ,"130"                 ,"0.27"
"2001-02-01" ,"2"           ,"Auckland Region"          ,"4,977"        ,"67986"        ,"4,326"        ,"250"         ,"253"                 ,"300"                 ,"200"                 ,"0.35"
"2001-02-01" ,"3"           ,"Waikato Region"           ,"1,596"        ,"17088"        ,"1,275"        ,"165"         ,"166"                 ,"210"                 ,"130"                 ,"0.35"
"2001-02-01" ,"4"           ,"Bay of Plenty Region"     ,"918"          ,"12144"        ,"774"          ,"175"         ,"168"                 ,"200"                 ,"145"                 ,"0.28"
"2001-02-01" ,"5"           ,"Gisborne Region"          ,"123"          ,"1653"         ,"120"          ,"150"         ,"145"                 ,"160"                 ,"130"                 ,"0.28"
"2001-02-01" ,"6"           ,"Hawke's Bay Region"       ,"396"          ,"5931"         ,"381"          ,"160"         ,"156"                 ,"185"                 ,"136"                 ,"0.25"
"2001-02-01" ,"7"           ,"Taranaki Region"          ,"330"          ,"3885"         ,"309"          ,"135"         ,"135"                 ,"165"                 ,"110"                 ,"0.33"
"2001-02-01" ,"8"           ,"Manawatu-Wanganui Region" ,"990"          ,"9717"         ,"753"          ,"150"         ,"149"                 ,"200"                 ,"120"                 ,"0.41"
"2001-02-01" ,"9"           ,"Wellington Region"        ,"2,229"        ,"24237"        ,"1,824"        ,"228"         ,"220"                 ,"300"                 ,"160"                 ,"0.45"
"2001-02-01" ,"12"          ,"West Coast Region"        ,"45"           ,"726"          ,"45"           ,"118"         ,"111"                 ,"135"                 ,"100"                 ,"0.31"
"2001-02-01" ,"13"          ,"Canterbury Region"        ,"2,208"        ,"23010"        ,"1,776"        ,"180"         ,"172"                 ,"230"                 ,"135"                 ,"0.42"
"2001-02-01" ,"14"          ,"Otago Region"             ,"1,026"        ,"9102"         ,"714"          ,"160"         ,"156"                 ,"225"                 ,"110"                 ,"0.55"
"2001-02-01" ,"15"          ,"Southland Region"         ,"201"          ,"2646"         ,"141"          ,"105"         ,"102"                 ,"130"                 ,"85"                  ,"0.34"
"2001-02-01" ,"16"          ,"Tasman Region"            ,"72"           ,"909"          ,"60"           ,"180"         ,"175"                 ,"220"                 ,"158"                 ,"0.31"
"2001-02-01" ,"17"          ,"Nelson Region"            ,"186"          ,"2526"         ,"174"          ,"179"         ,"174"                 ,"200"                 ,"150"                 ,"0.24"
"2001-02-01" ,"18"          ,"Marlborough Region"       ,"123"          ,"1572"         ,"102"          ,"150"         ,"140"                 ,"178"                 ,"130"                 ,"0.43"
"2001-03-01" ,"-99"         ,"ALL"                      ,"14,865"       ,"198483"       ,"13,092"       ,"195"         ,"195"                 ,"250"                 ,"150"                 ,"0.43"
